order_id,order_volume,warehouse_processing_time,shipment_distance_km,traffic_level,weather_severity,historical_delay_rate,delivery_status
3418,295,9,92.57,2,2,0.32,Delayed
3419,345,7,177.07,2,1,0.33,Delayed
3420,468,6,86.2,2,2,0.3,Delayed
3421,269,11,173.23,2,1,0.35,Delayed
3422,260,6,241.21,3,3,0.32,Delayed
3423,325,8,277.32,1,2,0.11,At Risk
3424,174,8,160.92,2,2,0.21,At Risk
3425,355,7,107.13,2,1,0.33,Delayed
3426,310,11,116.9,2,1,0.24,Delayed
3427,394,10,216.82,2,1,0.2,Delayed
3428,387,6,117.08,2,3,0.18,Delayed
3429,155,5,155.27,2,1,0.1,At Risk
3430,209,6,150.41,1,0,0.1,On-Time
3431,186,7,122.39,1,1,0.21,At Risk
3432,237,4,186.78,1,0,0.12,Delayed
3433,325,9,154.66,3,0,0.12,At Risk
3434,235,5,150.81,3,1,0.13,At Risk
3435,227,2,121.98,1,0,0.12,Delayed
3436,188,9,151.41,3,0,0.17,Delayed
3437,106,3,122.62,1,1,0.05,At Risk
3438,391,7,162.33,1,1,0.23,At Risk
3439,73,2,118.48,1,1,0.13,On-Time
3440,310,5,116.6,1,2,0.22,At Risk
3441,380,9,190.32,3,1,0.2,At Risk
3442,154,5,87.62,1,1,0.1,On-Time
3443,192,5,246.08,1,1,0.1,At Risk
3444,282,6,146.88,1,1,0.12,At Risk
3445,373,9,129.23,2,0,0.14,At Risk
3446,257,8,114.33,3,3,0.27,Delayed
3447,369,10,130.22,2,2,0.28,Delayed
3448,153,3,140.95,2,0,0.06,On-Time
3449,156,2,232.29,1,0,0.09,On-Time
3450,368,12,197.87,3,3,0.19,On-Time
3451,266,9,261.7,2,1,0.2,Delayed
3452,68,3,120.02,2,1,0.07,On-Time
3453,266,9,261.7,2,1,0.2,Delayed
3454,391,5,135.63,2,0,0.17,At Risk
3455,252,6,124.15,2,3,0.21,Delayed
3456,54,5,122.08,1,1,0.14,On-Time
3457,318,11,131.55,3,3,0.33,Delayed
3458,95,6,174.72,2,0,0.06,On-Time
3459,193,9,105.66,1,1,0.1,At Risk
3460,372,12,129.08,3,1,0.31,Delayed
3461,305,7,158.42,2,2,0.22,At Risk
3462,177,3,124.77,1,0,0.06,On-Time
3463,268,7,141.42,2,1,0.22,Delayed
3464,396,10,88.5,2,3,0.19,Delayed
3465,383,6,213.26,3,0,0.21,At Risk
3466,490,12,180.07,2,1,0.32,Delayed
3467,208,5,230.4,2,1,0.05,On-Time
3468,280,6,62.39,3,1,0.34,Delayed
3469,167,4,141.12,1,0,0.14,On-Time
3470,53,4,201.32,2,1,0.12,On-Time
3471,280,12,269.33,2,3,0.32,Delayed
3472,259,11,124.06,2,2,0.27,Delayed
3473,134,4,222.71,1,1,0.15,On-Time
3474,209,6,189.41,2,2,0.18,Delayed
3475,483,9,137.68,2,3,0.26,Delayed
3476,245,4,194.93,1,1,0.15,On-Time
3477,269,9,168.66,3,2,0.28,Delayed
3478,385,12,238.87,3,3,0.3,Delayed
3479,376,11,94.67,2,3,0.19,Delayed
3480,339,8,258.63,3,2,0.33,Delayed
3481,177,6,45.48,1,0,0.21,At Risk
3482,340,8,95.09,2,0,0.17,At Risk
3483,489,12,205.88,2,2,0.34,Delayed
3484,193,3,246.83,1,1,0.15,At Risk
3485,280,12,269.33,2,3,0.32,Delayed
3486,137,4,210.25,1,0,0.12,On-Time
3487,208,5,208.84,2,1,0.1,On-Time
3488,260,6,241.21,3,3,0.32,Delayed
3489,109,3,201.64,2,0,0.1,On-Time
3490,472,11,106.12,2,3,0.18,Delayed
3491,129,6,190.01,2,1,0.13,On-Time
3492,221,7,113.57,2,0,0.14,On-Time
3493,238,7,108.9,3,2,0.17,Delayed
3494,400,5,42.99,1,0,0.22,At Risk
3495,336,8,147.41,1,2,0.25,At Risk
3496,126,4,195.53,2,0,0.14,On-Time
3497,479,11,209.9,3,2,0.27,Delayed
3498,177,6,45.48,1,0,0.21,At Risk
3499,253,9,138.8,3,2,0.18,Delayed
3500,400,5,42.99,1,0,0.22,At Risk
3501,128,3,272.54,1,0,0.12,On-Time
3502,500,6,139.14,2,1,0.31,Delayed
3503,322,6,173.37,3,0,0.22,At Risk
3504,373,9,191.58,1,0,0.22,At Risk
3505,246,5,262.66,3,0,0.16,At Risk
3506,281,10,188.71,3,1,0.25,Delayed
3507,396,9,91.16,3,2,0.27,Delayed
3508,95,6,174.72,2,0,0.06,On-Time
3509,52,5,130.86,1,0,0.12,On-Time
3510,349,5,256.45,1,1,0.23,At Risk
3511,255,5,249.8,1,1,0.25,At Risk
3512,259,11,124.06,2,2,0.27,Delayed
3513,53,4,201.32,2,1,0.12,On-Time
3514,409,6,160.75,3,1,0.18,Delayed
3515,326,6,191.39,3,2,0.19,Delayed
3516,344,5,130.73,1,2,0.12,At Risk
3517,113,4,208.68,1,0,0.15,On-Time
3518,153,3,140.95,2,0,0.06,On-Time
3519,238,2,19.83,2,1,0.14,On-Time
3520,63,7,129.44,2,1,0.1,On-Time
3521,342,8,78.34,2,2,0.17,At Risk
3522,472,12,119.81,3,2,0.3,Delayed
3523,200,8,182.03,3,0,0.2,At Risk
3524,329,5,150.25,2,0,0.15,At Risk
3525,386,7,244.53,1,2,0.12,At Risk
3526,326,4,37.67,1,0,0.18,On-Time
3527,75,3,235.59,1,1,0.07,On-Time
3528,205,4,135.16,2,0,0.12,On-Time
3529,78,6,131.86,2,1,0.1,On-Time
3530,162,5,172.81,1,1,0.16,At Risk
3531,398,7,102.41,1,0,0.14,At Risk
3532,152,6,207.57,2,0,0.15,On-Time
3533,222,5,152.73,2,0,0.19,At Risk
3534,157,3,208.68,1,0,0.15,On-Time
3535,397,8,125.61,3,0,0.11,At Risk
3536,450,12,219.6,2,3,0.32,Delayed
3537,214,5,230.99,3,1,0.11,At Risk
3538,151,8,174.59,1,2,0.15,At Risk
3539,481,6,133.61,2,1,0.29,Delayed
3540,362,6,128.13,1,0,0.23,At Risk
3541,305,8,184.79,3,3,0.34,Delayed
3542,325,9,154.66,3,0,0.12,At Risk
3543,406,10,169.29,2,2,0.33,Delayed
3544,71,3,196.25,2,1,0.06,On-Time
3545,237,7,218.56,1,0,0.18,At Risk
3546,335,10,160.73,2,1,0.33,Delayed
3547,195,9,220.96,1,1,0.16,At Risk
3548,238,9,113.18,3,2,0.24,At Risk
3549,157,7,149.88,2,0,0.11,On-Time
3550,116,2,187.03,2,1,0.13,On-Time
3551,166,5,266.15,2,0,0.05,On-Time
3552,329,7,179.7,2,1,0.16,At Risk
3553,316,6,147.37,2,1,0.27,Delayed
3554,415,7,156.08,2,3,0.3,Delayed
3555,292,7,263.9,2,2,0.21,Delayed
3556,305,7,46.72,3,2,0.26,Delayed
3557,162,9,229.93,2,1,0.17,At Risk
3558,238,8,165.32,1,1,0.1,At Risk
3559,272,8,216.24,3,3,0.21,Delayed
3560,211,6,177.61,2,2,0.15,At Risk
3561,263,6,175.94,2,1,0.18,At Risk
3562,470,7,244.72,2,3,0.2,Delayed
3563,216,3,219.46,2,0,0.15,On-Time
3564,302,7,109.73,1,2,0.11,At Risk
3565,233,5,117.51,2,2,0.11,At Risk
3566,403,11,156.83,3,2,0.19,Delayed
3567,177,5,165.76,1,0,0.12,On-Time
3568,179,5,224.43,1,0,0.06,On-Time
3569,251,9,101.62,2,0,0.14,At Risk
3570,299,7,125.48,2,3,0.33,Delayed
3571,261,10,230.57,3,1,0.22,Delayed
3572,345,7,177.07,2,1,0.33,Delayed
3573,134,6,133.9,1,1,0.09,On-Time
3574,201,8,180.24,1,1,0.24,At Risk
3575,393,5,238.51,1,1,0.22,At Risk
3576,356,8,123.57,2,2,0.28,Delayed
3577,356,8,123.57,2,2,0.28,Delayed
3578,192,4,96.73,2,2,0.21,At Risk
3579,331,7,290.03,2,3,0.2,Delayed
3580,317,8,292.52,3,1,0.2,Delayed
3581,347,10,138.2,3,1,0.22,Delayed
3582,324,7,14.18,1,0,0.21,At Risk
3583,366,11,169.19,2,1,0.28,Delayed
3584,307,5,180.23,1,0,0.11,At Risk
3585,276,6,242.69,2,2,0.13,Delayed
3586,235,5,150.81,3,1,0.13,At Risk
3587,428,9,249.2,2,1,0.23,Delayed
3588,487,9,130.92,2,2,0.19,Delayed
3589,179,5,224.43,1,0,0.06,On-Time
3590,234,6,207.71,2,1,0.06,On-Time
3591,277,4,174.95,2,1,0.24,At Risk
3592,309,8,100.09,3,3,0.27,Delayed
3593,395,7,225.87,3,0,0.23,At Risk
3594,201,5,192.61,1,1,0.08,On-Time
3595,365,5,201.63,2,1,0.13,At Risk
3596,263,9,187.54,2,0,0.25,Delayed
3597,174,5,156.57,2,0,0.17,At Risk
3598,383,7,112.1,3,1,0.28,Delayed
3599,301,6,93.6,1,0,0.11,At Risk
3600,356,8,123.57,2,2,0.28,Delayed
3601,373,9,191.58,1,0,0.22,At Risk
3602,69,4,183.99,2,1,0.07,On-Time
3603,204,9,209.24,3,2,0.23,At Risk
3604,177,5,203.33,2,0,0.05,On-Time
3605,186,7,122.39,1,1,0.21,At Risk
3606,310,11,116.9,2,1,0.24,Delayed
3607,250,5,177.55,2,0,0.12,At Risk
3608,254,8,259.21,1,1,0.11,At Risk
3609,153,8,166.74,1,0,0.14,At Risk
3610,419,6,187.16,3,3,0.33,Delayed
3611,264,7,77.72,1,2,0.12,At Risk
3612,394,10,216.82,2,1,0.2,Delayed
3613,384,9,230.78,3,0,0.1,At Risk
3614,127,4,193.56,2,0,0.09,On-Time
3615,294,10,96.04,3,1,0.32,Delayed
3616,297,12,66.21,2,1,0.34,Delayed
3617,302,7,109.73,1,2,0.11,At Risk
3618,391,5,135.63,2,0,0.17,At Risk
3619,342,8,76.0,3,3,0.23,Delayed
3620,419,8,155.32,3,3,0.33,Delayed
3621,266,8,153.23,3,2,0.19,Delayed
3622,351,7,126.84,3,3,0.31,Delayed
3623,406,10,169.29,2,2,0.33,Delayed
3624,403,10,231.62,2,2,0.24,Delayed
3625,250,5,154.92,1,0,0.16,At Risk
3626,235,3,93.26,2,1,0.06,On-Time
3627,257,12,210.55,2,2,0.29,Delayed
3628,99,2,194.49,1,1,0.09,Delayed
3629,197,7,161.11,1,1,0.08,On-Time
3630,223,5,136.37,3,1,0.16,At Risk
3631,202,3,238.69,2,1,0.09,On-Time
3632,157,3,271.21,1,1,0.13,On-Time
3633,389,6,186.95,3,2,0.26,Delayed
3634,196,2,224.84,1,0,0.1,On-Time
3635,284,6,64.93,3,0,0.17,At Risk
3636,246,5,128.91,1,0,0.12,On-Time
3637,388,7,181.25,2,1,0.11,At Risk
3638,261,10,230.57,3,1,0.22,Delayed
3639,189,4,237.35,1,0,0.12,On-Time
3640,251,9,101.62,2,0,0.14,At Risk
3641,365,9,148.54,2,2,0.23,Delayed
3642,295,9,92.57,2,2,0.32,Delayed
3643,195,9,220.96,1,1,0.16,At Risk
3644,153,3,140.95,2,0,0.06,On-Time
3645,182,4,130.47,1,2,0.1,At Risk
3646,357,7,168.32,2,0,0.25,At Risk
3647,164,4,132.14,1,2,0.13,At Risk
3648,195,9,220.96,1,1,0.16,At Risk
3649,181,4,234.47,2,0,0.1,At Risk
3650,278,8,220.09,1,0,0.14,At Risk
3651,155,7,17.92,1,1,0.11,On-Time
3652,320,10,191.17,3,1,0.25,Delayed
3653,357,5,163.45,3,2,0.2,At Risk
3654,120,7,85.07,1,1,0.07,On-Time
3655,413,7,222.66,3,1,0.27,Delayed
3656,308,8,222.49,2,1,0.26,Delayed
3657,124,4,199.75,1,1,0.06,On-Time
3658,298,10,161.47,2,2,0.18,Delayed
3659,239,3,106.47,1,1,0.11,On-Time
3660,209,6,150.41,1,0,0.1,On-Time
3661,394,8,74.14,3,2,0.25,At Risk
3662,71,7,243.3,1,1,0.09,On-Time
3663,264,8,139.79,3,1,0.34,Delayed
3664,87,6,63.19,2,0,0.11,On-Time
3665,476,12,166.75,3,1,0.26,Delayed
3666,399,8,245.29,2,2,0.13,At Risk
3667,339,6,94.9,1,2,0.14,At Risk
3668,477,8,129.66,2,1,0.22,Delayed
3669,251,8,69.38,1,2,0.23,At Risk
3670,343,6,196.2,3,2,0.12,At Risk
3671,208,6,79.64,1,2,0.2,At Risk
3672,205,2,129.52,1,0,0.13,On-Time
3673,204,9,101.18,1,0,0.19,At Risk
3674,129,6,111.9,1,1,0.06,On-Time
3675,408,9,207.69,2,2,0.18,Delayed
3676,227,5,229.86,3,1,0.16,At Risk
3677,202,6,54.53,3,1,0.17,At Risk
3678,177,3,124.77,1,0,0.06,On-Time
3679,120,3,27.07,2,1,0.07,On-Time
3680,75,3,235.59,1,1,0.07,On-Time
3681,239,3,106.47,1,1,0.11,On-Time
3682,238,7,108.9,3,2,0.17,Delayed
3683,94,7,150.42,1,0,0.13,On-Time
3684,169,4,204.45,3,2,0.1,At Risk
3685,281,10,188.71,3,1,0.25,Delayed
3686,355,9,45.56,3,2,0.33,Delayed
3687,267,8,16.76,3,0,0.16,At Risk
3688,246,6,165.92,1,1,0.15,On-Time
3689,436,9,166.07,3,2,0.2,Delayed
3690,386,7,244.53,1,2,0.12,At Risk
3691,268,11,155.47,3,2,0.31,Delayed
3692,280,6,62.39,3,1,0.34,Delayed
3693,65,3,176.44,2,1,0.06,Delayed
3694,51,3,69.71,2,0,0.05,On-Time
3695,351,7,126.84,3,3,0.31,Delayed
3696,380,8,172.75,3,2,0.24,Delayed
3697,432,8,183.48,3,2,0.22,Delayed
3698,90,6,252.78,1,1,0.11,On-Time
3699,467,7,169.43,3,3,0.23,Delayed
3700,235,5,118.26,1,1,0.09,On-Time
3701,345,11,64.03,3,2,0.22,Delayed
3702,368,6,261.35,3,3,0.28,Delayed
3703,372,12,129.08,3,1,0.31,Delayed
3704,260,5,122.15,2,2,0.23,At Risk
3705,264,6,149.96,2,0,0.16,At Risk
3706,202,3,238.69,2,1,0.09,On-Time
3707,254,8,150.63,1,1,0.13,At Risk
3708,192,7,113.17,1,2,0.13,At Risk
3709,83,5,185.75,1,1,0.13,Delayed
3710,229,5,205.73,3,0,0.17,At Risk
3711,65,6,167.43,1,0,0.13,On-Time
3712,158,5,94.31,1,0,0.16,At Risk
3713,371,7,218.91,3,1,0.29,Delayed
3714,394,5,190.66,3,1,0.17,At Risk
3715,170,5,206.45,3,1,0.15,At Risk
3716,74,4,221.07,1,1,0.14,On-Time
3717,288,7,210.75,3,2,0.29,Delayed
3718,279,9,89.18,2,2,0.34,Delayed
3719,316,7,237.29,3,3,0.35,Delayed
3720,273,7,128.37,3,1,0.34,Delayed
3721,393,5,238.51,1,1,0.22,At Risk
3722,376,11,160.67,3,3,0.18,Delayed
3723,344,8,167.77,3,1,0.27,Delayed
3724,479,7,50.0,3,2,0.34,Delayed
3725,78,5,33.89,2,1,0.11,On-Time
3726,63,7,129.44,2,1,0.1,On-Time
3727,336,8,147.41,1,2,0.25,At Risk
3728,296,8,213.23,3,3,0.34,Delayed
3729,77,2,84.32,1,1,0.07,On-Time
3730,397,8,125.61,3,0,0.11,At Risk
3731,219,6,226.58,1,1,0.23,At Risk
3732,77,2,84.32,1,1,0.07,On-Time
3733,316,7,237.29,3,3,0.35,Delayed
3734,254,10,150.71,3,3,0.33,Delayed
3735,247,2,225.06,2,1,0.1,On-Time
3736,373,9,129.23,2,0,0.14,At Risk
3737,497,8,154.85,3,1,0.24,Delayed
3738,282,4,128.43,3,2,0.17,At Risk
3739,146,5,74.0,1,0,0.09,On-Time
3740,76,4,191.78,1,1,0.08,On-Time
3741,211,5,203.68,1,1,0.25,At Risk
3742,377,11,56.31,2,1,0.28,Delayed
3743,65,3,176.44,2,1,0.06,Delayed
3744,333,10,138.96,3,3,0.23,Delayed
3745,272,10,162.31,3,1,0.23,Delayed
3746,273,11,45.94,2,1,0.31,Delayed
3747,70,7,222.2,1,1,0.08,On-Time
3748,296,8,216.15,2,0,0.24,At Risk
3749,380,10,142.64,3,2,0.26,Delayed
3750,240,4,239.36,2,1,0.06,On-Time
3751,316,7,237.29,3,3,0.35,Delayed
3752,366,11,169.19,2,1,0.28,Delayed
3753,272,8,216.24,3,3,0.21,Delayed
3754,65,4,140.51,2,1,0.09,On-Time
3755,204,8,188.79,2,1,0.16,At Risk
3756,83,2,192.93,2,1,0.14,On-Time
3757,262,9,143.77,3,1,0.35,Delayed
3758,239,3,106.47,1,1,0.11,On-Time
3759,412,12,198.15,2,1,0.18,Delayed
3760,146,6,256.98,1,0,0.08,On-Time
3761,94,5,28.0,1,1,0.15,On-Time
3762,296,8,213.23,3,3,0.34,Delayed
3763,82,4,71.59,2,0,0.11,On-Time
3764,260,5,122.15,2,2,0.23,At Risk
3765,94,7,150.42,1,0,0.13,On-Time
3766,177,5,203.33,2,0,0.05,On-Time
3767,382,10,282.84,3,1,0.32,Delayed
3768,247,2,225.06,2,1,0.1,On-Time
3769,206,5,207.36,1,0,0.15,On-Time
3770,52,2,196.63,1,0,0.09,On-Time
3771,192,5,246.08,1,1,0.1,At Risk
3772,227,6,169.9,3,0,0.17,At Risk
3773,407,9,167.17,3,3,0.26,Delayed
3774,296,8,216.15,2,0,0.24,At Risk
3775,54,7,202.52,1,0,0.14,On-Time
3776,227,6,169.9,3,0,0.17,At Risk
3777,140,5,164.15,1,1,0.06,On-Time
3778,243,2,183.17,1,1,0.15,On-Time
3779,320,7,211.17,3,3,0.27,Delayed
3780,63,7,129.44,2,1,0.1,On-Time
3781,249,7,207.76,1,1,0.13,At Risk
3782,396,9,91.16,3,2,0.27,Delayed
3783,262,5,157.23,3,0,0.12,At Risk
3784,163,7,140.05,2,0,0.12,On-Time
3785,62,7,180.29,2,0,0.06,On-Time
3786,83,5,185.75,1,1,0.13,Delayed
3787,218,6,221.71,2,1,0.12,On-Time
3788,230,5,119.09,2,0,0.21,At Risk
3789,409,6,160.75,3,1,0.18,Delayed
3790,126,2,246.71,1,0,0.14,On-Time
3791,222,5,139.19,2,1,0.13,On-Time
3792,71,7,243.3,1,1,0.09,On-Time
3793,248,6,171.12,1,1,0.24,At Risk
3794,381,12,64.77,3,2,0.3,At Risk
3795,220,2,161.02,1,0,0.13,On-Time
3796,78,6,131.86,2,1,0.1,On-Time
3797,235,5,150.81,3,1,0.13,At Risk
3798,204,9,209.24,3,2,0.23,At Risk
3799,235,5,150.81,3,1,0.13,At Risk
3800,220,4,118.94,2,2,0.23,At Risk
3801,375,9,211.91,1,2,0.1,At Risk
3802,140,5,183.34,1,0,0.06,On-Time
3803,474,8,177.62,3,3,0.23,Delayed
3804,204,9,209.24,3,2,0.23,At Risk
3805,244,4,95.44,2,0,0.19,At Risk
3806,219,2,54.89,1,1,0.08,On-Time
3807,244,4,95.44,2,0,0.19,At Risk
3808,175,6,181.9,1,1,0.15,At Risk
3809,151,6,181.18,1,0,0.14,On-Time
3810,164,4,191.39,3,0,0.2,At Risk
3811,194,7,177.49,3,2,0.12,On-Time
3812,202,8,134.09,3,0,0.18,At Risk
3813,361,10,165.83,2,2,0.21,Delayed
3814,352,7,200.17,3,0,0.16,On-Time
3815,208,7,153.92,1,1,0.13,At Risk
3816,197,4,219.16,2,1,0.07,On-Time
3817,348,7,169.38,2,3,0.25,Delayed
3818,67,4,189.16,1,1,0.15,On-Time
3819,228,6,111.89,1,1,0.07,On-Time
3820,196,5,105.62,1,1,0.08,On-Time
3821,238,2,19.83,2,1,0.14,On-Time
3822,155,5,246.59,2,2,0.25,At Risk
3823,273,6,102.25,1,0,0.13,At Risk
3824,385,6,224.87,1,0,0.16,At Risk
3825,309,8,100.09,3,3,0.27,Delayed
3826,176,6,234.29,1,0,0.09,On-Time
3827,377,11,56.31,2,1,0.28,Delayed
3828,425,7,120.91,3,3,0.28,Delayed
3829,192,7,113.17,1,2,0.13,At Risk
3830,219,7,190.6,1,0,0.11,On-Time
3831,265,7,203.09,2,2,0.18,Delayed
3832,253,9,138.8,3,2,0.18,Delayed
3833,260,5,122.15,2,2,0.23,At Risk
3834,105,6,184.24,2,0,0.1,At Risk
3835,222,5,152.73,2,0,0.19,At Risk
3836,185,2,170.0,1,0,0.1,On-Time
3837,491,10,167.05,3,1,0.19,Delayed
3838,328,8,202.74,3,0,0.19,At Risk
3839,186,2,157.75,1,0,0.14,On-Time
3840,252,6,124.15,2,3,0.21,Delayed
3841,155,4,254.05,2,1,0.14,On-Time
3842,210,8,155.78,2,1,0.11,At Risk
3843,394,8,74.14,3,2,0.25,At Risk
3844,155,5,246.59,2,2,0.25,At Risk
3845,346,7,199.02,3,2,0.17,At Risk
3846,271,9,172.46,3,1,0.18,At Risk
3847,329,5,150.25,2,0,0.15,At Risk
3848,162,5,158.69,2,0,0.13,On-Time
3849,227,6,169.9,3,0,0.17,At Risk
3850,360,8,188.89,3,2,0.25,Delayed
3851,249,4,139.68,2,0,0.12,On-Time
3852,351,7,126.84,3,3,0.31,Delayed
3853,291,6,203.09,2,2,0.2,At Risk
3854,472,11,106.12,2,3,0.18,Delayed
3855,379,6,90.57,3,2,0.32,Delayed
3856,267,8,16.76,3,0,0.16,At Risk
3857,246,7,208.29,2,1,0.13,On-Time
3858,174,5,156.57,2,0,0.17,At Risk
3859,318,8,90.07,1,0,0.23,At Risk
3860,186,7,122.39,1,1,0.21,At Risk
3861,90,6,100.83,2,0,0.12,On-Time
3862,222,5,139.19,2,1,0.13,On-Time
3863,75,3,235.59,1,1,0.07,On-Time
3864,336,10,213.31,3,3,0.25,Delayed
3865,315,5,58.93,2,2,0.19,At Risk
3866,192,7,113.17,1,2,0.13,At Risk
3867,197,4,219.16,2,1,0.07,On-Time
3868,419,8,155.32,3,3,0.33,Delayed
3869,282,11,64.98,3,2,0.31,Delayed
3870,220,6,183.07,1,1,0.14,On-Time
3871,243,4,153.75,1,2,0.17,At Risk
3872,228,8,72.49,3,0,0.13,At Risk
3873,335,6,200.39,3,1,0.2,Delayed
3874,175,7,134.07,1,0,0.21,At Risk
3875,168,2,240.5,1,1,0.14,On-Time
3876,411,12,183.81,3,3,0.32,Delayed
3877,192,7,191.06,2,0,0.07,On-Time
3878,242,4,141.76,1,1,0.07,On-Time
3879,69,4,183.99,2,1,0.07,On-Time
3880,271,6,144.1,1,2,0.19,At Risk
3881,269,9,165.86,2,3,0.29,Delayed
3882,296,8,216.15,2,0,0.24,At Risk
3883,325,9,207.85,1,2,0.2,At Risk
3884,281,7,203.59,3,2,0.13,At Risk
3885,230,5,222.56,2,1,0.11,At Risk
3886,396,9,91.16,3,2,0.27,Delayed
3887,395,7,225.87,3,0,0.23,At Risk
3888,190,2,77.97,1,0,0.07,On-Time
3889,383,7,112.1,3,1,0.28,Delayed
3890,327,7,215.26,3,3,0.19,Delayed
3891,246,5,262.66,3,0,0.16,At Risk
3892,120,3,27.07,2,1,0.07,On-Time
3893,345,9,236.56,3,0,0.2,At Risk
3894,263,9,187.54,2,0,0.25,Delayed
3895,358,12,90.09,2,3,0.2,Delayed
3896,151,8,174.59,1,2,0.15,At Risk
3897,152,4,244.79,1,2,0.14,At Risk
3898,75,2,123.55,2,0,0.13,At Risk
3899,288,9,136.95,3,0,0.25,At Risk
3900,151,8,174.59,1,2,0.15,At Risk
3901,416,8,187.45,2,1,0.26,Delayed
3902,233,2,179.57,2,1,0.13,On-Time
3903,254,10,150.71,3,3,0.33,Delayed
3904,460,8,92.4,2,3,0.28,Delayed
3905,219,7,190.6,1,0,0.11,On-Time
3906,242,4,141.76,1,1,0.07,On-Time
3907,71,2,178.92,2,0,0.12,On-Time
3908,345,9,236.56,3,0,0.2,At Risk
3909,108,6,100.8,2,0,0.06,On-Time
3910,338,12,180.39,2,2,0.31,Delayed
3911,315,5,58.93,2,2,0.19,At Risk
3912,218,2,73.8,1,1,0.06,On-Time
3913,306,11,138.67,2,3,0.27,Delayed
3914,202,8,134.09,3,0,0.18,At Risk
3915,344,5,130.73,1,2,0.12,At Risk
3916,298,10,161.47,2,2,0.18,Delayed
3917,186,2,157.75,1,0,0.14,On-Time
3918,230,5,222.56,2,1,0.11,At Risk
3919,250,7,176.05,2,2,0.25,Delayed
3920,205,2,266.17,1,1,0.05,On-Time
3921,200,7,143.33,3,0,0.16,At Risk
3922,84,4,237.38,1,1,0.07,On-Time
3923,128,5,297.2,1,1,0.08,On-Time
3924,356,5,187.19,2,1,0.24,At Risk
3925,288,7,131.97,3,1,0.19,At Risk
3926,165,7,182.26,2,0,0.08,On-Time
3927,196,5,105.62,1,1,0.08,On-Time
3928,347,12,220.57,3,3,0.34,Delayed
3929,479,7,50.0,3,2,0.34,Delayed
3930,283,12,155.85,3,3,0.22,Delayed
3931,238,2,19.83,2,1,0.14,On-Time
3932,71,4,230.46,2,0,0.1,On-Time
3933,325,8,277.32,1,2,0.11,At Risk
3934,281,12,239.45,2,2,0.34,Delayed
3935,197,7,161.11,1,1,0.08,On-Time
3936,349,5,256.45,1,1,0.23,At Risk
3937,338,8,215.16,1,2,0.24,At Risk
3938,385,10,245.52,3,2,0.23,Delayed
3939,194,6,243.64,2,1,0.09,On-Time
3940,423,9,195.86,3,2,0.23,Delayed
3941,186,7,122.39,1,1,0.21,At Risk
3942,360,8,188.89,3,2,0.25,Delayed
3943,453,10,158.23,2,3,0.34,Delayed
3944,199,4,149.56,2,1,0.09,On-Time
3945,177,5,203.33,2,0,0.05,On-Time
3946,51,3,69.71,2,0,0.05,On-Time
3947,215,9,167.17,3,0,0.22,At Risk
3948,175,7,134.07,1,0,0.21,At Risk
3949,164,6,171.52,2,0,0.1,On-Time
3950,83,5,185.75,1,1,0.13,Delayed
3951,68,3,120.02,2,1,0.07,On-Time
3952,182,5,77.83,3,2,0.11,At Risk
3953,472,11,106.12,2,3,0.18,Delayed
3954,467,9,126.84,3,1,0.27,Delayed
3955,226,6,125.89,2,2,0.17,At Risk
3956,191,6,70.66,1,0,0.08,On-Time
3957,246,7,208.29,2,1,0.13,On-Time
3958,184,7,185.19,1,0,0.12,Delayed
3959,489,7,90.13,3,3,0.27,Delayed
3960,227,6,169.9,3,0,0.17,At Risk
3961,350,10,100.82,2,3,0.19,Delayed
3962,443,7,170.12,3,2,0.31,Delayed
3963,364,6,225.84,3,3,0.21,Delayed
3964,167,2,135.0,1,1,0.06,On-Time
3965,379,7,252.91,1,1,0.21,Delayed
3966,199,7,185.56,1,1,0.06,On-Time
3967,305,7,158.42,2,2,0.22,At Risk
3968,361,10,165.83,2,2,0.21,Delayed
3969,222,6,27.18,2,2,0.1,At Risk
3970,227,2,121.98,1,0,0.12,Delayed
3971,391,7,162.33,1,1,0.23,At Risk
3972,372,11,261.56,2,3,0.31,Delayed
3973,183,4,108.48,1,0,0.06,On-Time
3974,322,8,107.03,3,2,0.21,Delayed
3975,202,3,238.69,2,1,0.09,On-Time
3976,297,6,131.16,1,0,0.2,At Risk
3977,358,9,188.24,2,3,0.3,Delayed
3978,396,9,91.16,3,2,0.27,Delayed
3979,105,6,184.24,2,0,0.1,At Risk
3980,105,6,184.24,2,0,0.1,At Risk
3981,169,6,52.39,2,1,0.09,On-Time
3982,397,10,231.19,3,3,0.27,Delayed
3983,384,12,164.36,2,3,0.19,Delayed
3984,128,3,272.54,1,0,0.12,On-Time
3985,155,2,220.97,2,1,0.05,On-Time
3986,170,5,205.33,1,1,0.1,On-Time
3987,202,3,238.69,2,1,0.09,On-Time
3988,296,12,193.9,3,2,0.26,Delayed
3989,274,9,242.82,2,2,0.19,On-Time
3990,483,9,200.33,3,2,0.26,Delayed
3991,382,6,196.88,2,1,0.32,Delayed
3992,308,5,205.01,1,0,0.22,At Risk
3993,208,7,153.92,1,1,0.13,At Risk
3994,483,9,200.33,3,2,0.26,Delayed
3995,465,11,161.65,2,2,0.28,Delayed
3996,272,7,33.16,2,2,0.22,At Risk
3997,364,6,225.84,3,3,0.21,Delayed
3998,342,5,227.41,3,1,0.17,At Risk
